Seller,Total Spent,Total Product Sold,Total Customer,Average Review,Delivered Percentage,Origin State,Popular State,Total Spent by Popular State
0432ead42b6c8a0bdf68154add917fdf,8224.62,73,65,4.561643835616438,0.9726027397260274,SP,SP,2726.0
044668ccd5316b12a7cf0d54a156e3e9,275.28999999999996,5,3,5.0,1.0,SP,SP,167.88
04843805947f0fc584fc1969b6e50fe7,2949.52,2,1,5.0,1.0,RS,SP,2949.52
048c2757535328e0d7dac690ad3c0aae,9539.26,48,45,4.1875,0.9791666666666666,SP,RJ,1274.88
04aa0a1c5ce6b222003403a3e11c3cc0,13716.22,15,9,3.3333333333333335,1.0,SP,CE,6030.24
04aba03279157f6d4e0fe8ccaf21963c,2461.55,13,13,4.461538461538462,1.0,RJ,RJ,1494.24
04e38a233f726ef161074ab1c9b0399a,1245.57,15,14,3.466666666666667,0.7333333333333333,SP,RS,279.24
04ee0ec01589969663ba5967c0e0bdc0,314.32,1,1,5.0,1.0,RS,SC,314.32
04fdea0c111866e6cf812f1570d6b5bd,1157.47,9,9,3.0,0.7777777777777778,SP,RJ,218.65
0509040ea3fe50071181bbc359eb7738,4711.71,76,68,4.4868421052631575,0.9868421052631579,MG,MG,2169.4
052577151711aec5c744fe12e66db3e1,2970.42,4,4,2.25,0.25,SC,CE,796.94
054694fa03fe82cec4b7551487331d74,9817.06,18,17,3.4444444444444446,0.9444444444444444,SP,SC,2445.65
056b4ada5bbc2c50cc7842547dda6b51,11229.8,56,55,4.053571428571429,0.9821428571428571,RJ,MG,3317.14
0570350b23eda5444f8d1d9544932058,2026.38,9,4,5.0,1.0,SP,SP,1577.25
05730013efda596306417c3b09302475,1168.67,4,4,5.0,1.0,SC,SP,561.3
058cb5aeb36d7c0fcae20fc85d5e0a59,1980.13,12,10,3.25,0.9166666666666666,RJ,RJ,853.05
058fd0aa2bfdb2274e05e1ae971dabb6,6906.63,45,40,4.222222222222222,1.0,SP,MG,1864.3500000000001
05a48cc8859962767935ab9087417fbb,59.39,1,1,5.0,1.0,SP,RJ,59.39
05a940b4ecae36cadfd8e93bd9c43257,829.5699999999999,8,8,4.125,1.0,GO,RJ,328.47
05aebce0b5c8f0d41b29b686f2d05fd3,44.33,1,1,5.0,1.0,SP,SP,44.33
05d2173d43ea568aa0540eba70d2ca76,5949.44,51,47,4.03921568627451,1.0,MG,SP,2444.33
05e107217c7266362fd44b75b2cd4cc4,234.63,4,3,4.75,1.0,SP,BA,145.47
05f51e13da97139648b8125c31e5f51b,15590.62,52,49,4.115384615384615,0.9807692307692307,MG,MG,5104.87
05feb94f19d094d4b0f9281f0b1d4c99,10050.04,7,6,4.571428571428571,1.0,SP,SP,3485.25
05ff92fedb5be47920fea08e501238b9,22381.52,53,45,4.056603773584905,0.9622641509433962,RS,SP,5969.99
062c325cd6a2b87845fab56b4ec2eeae,110.32,1,1,5.0,1.0,SP,SP,110.32
062ce95fa2ad4dfaedfc79260130565f,6206.33,47,42,3.978723404255319,0.9787234042553191,RS,SC,1533.72
06532f10282704ef4c69168b914b77be,7855.179999999999,35,6,1.6,0.17142857142857143,PR,BA,2966.38
06579cb253ecd5a3a12a9e6eb6bf8f47,6746.07,53,42,3.4150943396226414,0.9622641509433962,SP,RJ,2006.27
066a6914e1ebf3ea95a216c73a986b91,9722.3,60,52,3.9,0.9833333333333333,PR,PR,2670.56
0691148aee60ca47977c187804f935ae,9196.16,43,33,4.093023255813954,1.0,PR,BA,4408.08
06a2c3af7b3aee5d69171b0e14f0ee87,39788.88,313,298,4.035143769968051,0.9936102236421726,MA,SP,5773.4
06bb3a2fe5e7b7a845b13e8fb91bd944,1670.22,16,14,4.625,1.0,MG,SP,440.77000000000004
06df0c10d34e459d9672bc77388742eb,10874.55,26,22,4.346153846153846,1.0,PR,SP,3213.52
06e5eefc71ec47ae763c5c6f8db7064f,21283.57,83,76,3.783132530120482,0.963855421686747,RS,SP,4228.59
07017df32dc5f2f1d2801e579548d620,1150.63,8,7,4.375,1.0,PB,SP,371.48
070d165398b553f3b4b851c216b8a358,3907.32,32,21,3.9375,0.96875,SP,SP,1529.3
0725b8c0f3f906e58f70cbe76b7c748c,7816.29,31,11,3.2903225806451615,1.0,SP,MG,3790.81
0743a0239d764b9a0f959a57d07e36ab,190.88,3,2,5.0,1.0,SP,RO,126.45
0747d5bb69f0586cc869d8af4c50f93e,561.9100000000001,13,12,3.5384615384615383,0.9230769230769231,RJ,MG,217.52
0761743cbffb25d7148189e9f1a5f03a,54.1,1,1,5.0,1.0,SP,RJ,54.1
077c5fae4bea9500e3737b16f71b9d3a,406.95,5,3,5.0,1.0,SP,SP,381.24
0791d9fc1e30678ecf03d3e55fa108d3,3747.1099999999997,9,3,2.3333333333333335,1.0,MG,DF,3266.46
079d295dcbf06ee8bb1b65ba964eb2b6,2142.99,10,5,4.8,1.0,SP,MG,1923.48
07bf9669d84d1f11be443a9dd938f698,3526.4,21,15,3.0476190476190474,1.0,SP,SP,975.9
07d75e33f2750d97d467fb57e4dfdd8a,759.59,2,2,2.5,1.0,SP,PR,720.77
07de60b03d150fb3ea09eab5da5e4c8b,653.38,7,6,4.142857142857143,1.0,SP,MG,303.51
07e8e8fc5222bb358e6f259da3197074,41.18,1,1,3.0,1.0,SP,GO,41.18
080102cd0a76b09e0dcf55fcacc60e05,7684.36,119,111,4.487394957983193,0.9831932773109243,MG,MG,1586.27
080199a181c46c657dc5aa235411be3b,8510.19,41,39,4.609756097560975,1.0,SP,DF,4007.22
08061dc0fc165ed41288cc7acde738ee,144.5,3,3,4.333333333333333,1.0,SP,SP,87.75
08084d990eb3f53af056ccbc1730c8a7,583.15,7,7,4.285714285714286,1.0,SP,MG,304.58000000000004
081acf3de680d554796c9cf041be7bc2,3075.25,8,4,4.125,1.0,MG,RS,1412.25
082e0bf4cb865a6533b1e8e498cc0255,9079.61,22,10,3.272727272727273,1.0,SP,MG,3064.95
085f6f7e049c996695fb2074fe38d45e,363.7,6,4,3.1666666666666665,1.0,SP,MG,136.38
08633c14ef2db992c11f840f04fad4cd,12160.17,72,52,4.138888888888889,1.0,SP,SP,2941.61
0873d9f8f36123f8d910f4760e788cfb,5128.81,4,4,3.5,1.0,SP,RJ,1549.41
0885aaf116795758dfeb5f1032487bcd,2092.59,16,16,4.1875,0.9375,SP,SP,584.69
0887a9f087bcd5d9f6642b52f897fc6c,1713.78,11,11,4.363636363636363,1.0,SP,SP,590.77
08ad4ac1388e4420ca531c3edfc46198,337.54,5,4,2.6,1.0,SP,RS,177.08
08cdbae123ff67ca4e36d9d641ce0119,8858.71,7,4,2.4285714285714284,1.0,MG,MA,6273.99
08d0949a9a17c027262db1f3c450c26c,862.85,13,12,3.5384615384615383,1.0,PR,RJ,406.26
08d1c9478fb0d7d7fcac9c0da4e82fc7,605.57,1,1,5.0,1.0,MG,SP,605.57
08d2d642cf72b622b14dde1d2f5eb2f5,1416.25,17,14,4.411764705882353,1.0,SP,SP,500.25
08f5819815f3d06545011850bd70f0a8,522.83,3,3,4.666666666666667,1.0,SP,PE,179.9
091065b789659bc3cd9af9cb3a6253ff,1444.37,2,2,3.5,1.0,RS,SE,734.14
0936e1837d0c79253456bbb2ffaaef10,140.04,2,1,5.0,1.0,SP,MG,140.04
093805f8f2aeb63881444571e1f48f30,1341.04,14,12,3.7142857142857144,1.0,SP,MT,580.3199999999999
094ced053e257ae8cae57205592d6712,1438.1599999999999,15,14,4.133333333333334,1.0,SP,SP,590.15
0951a6e282947e09cd47969f4ed0b47f,317.26,4,4,4.75,1.0,SP,RS,98.56
09883d9ab71c8fe8a9bfc7fc3075b07e,336.93,4,4,3.0,0.75,SP,AL,94.11
099095b050cfe8eb1ddff5317587e96e,3816.33,11,9,2.5454545454545454,1.0,SP,RJ,1425.44
09bad886111255c5b5030314fc7f1a4a,346.5,3,3,5.0,1.0,SP,RS,234.74
09f952a5f58d2285b0372551ae8f9b01,15848.77,63,47,3.6825396825396823,1.0,SP,RJ,3851.61
0a85ebe4e328db81ac9109781205e2f7,531.13,6,6,4.333333333333333,1.0,SP,SP,334.45
0aa124728afc1131dff5655f4c6f487b,958.78,2,2,1.0,0.0,MG,MG,893.16
0aa2205ca24f113f4658a5c536667426,2175.1400000000003,9,3,2.3333333333333335,1.0,SP,SC,1981.9
0ac4201fda2c68ebc0e47cb9423cf3c9,2029.32,14,11,4.285714285714286,1.0,SP,PR,877.69
0ad80de75c811326389cfb1daba7d45e,979.85,4,4,5.0,1.0,RJ,RJ,475.85
0adac9fbd9a2b63cccaac4f8756c1ca8,17626.03,97,76,4.154639175257732,0.979381443298969,SP,RJ,6901.07
0ade5cc4a305ed7093a23f68ca47519c,201.27,2,2,5.0,1.0,PR,SP,105.29
0aea4c6ae1505b3228ddf3dd7822ee5b,1410.26,9,7,4.0,1.0,SP,RS,509.81
0af2ab31141893d26aca5a404a537dab,74.51,1,1,5.0,1.0,SP,PR,74.51
0afccdb8a34ee5c79f7c06faf2b4d56e,1392.09,21,21,4.0,0.9523809523809523,MG,RJ,349.91
0b0ddbc7b9d9584f442c7ac92b0ff6c9,1550.6399999999999,3,3,4.666666666666667,1.0,SP,SP,719.79
0b18d63d0cd1d723567903fd34a07df2,2045.07,10,6,4.7,1.0,SP,BA,816.36
0b35c634521043bf4b47e21547b99ab5,30021.7,67,40,3.4477611940298507,0.9850746268656716,PR,MG,11144.85
0b36063d5818f81ccb94b54adfaebbf5,11745.0,15,1,5.0,1.0,SC,GO,11745.0
0b3f27369a4d8df98f7eb91077e438ac,283.09000000000003,3,2,3.6666666666666665,1.0,SP,SP,283.09000000000003
0b46f784306be7200ca1700aa55d819f,30.86,1,1,5.0,1.0,MG,MG,30.86
0b64bcdb0784abc139af04077d49a20e,108.38,2,1,5.0,1.0,RS,SP,108.38
0b90b6df587eb83608a64ea8b390cf07,31485.06,159,124,4.09433962264151,0.9874213836477987,PR,SP,7213.85
0bae85eb84b9fb3bd773911e89288d54,9667.15,119,101,4.2521008403361344,0.9915966386554622,SP,SP,3078.99
0bb27263628258b8111a0262769fa9db,33.16,1,1,5.0,1.0,SP,SP,33.16
0bb738e4d789e63e2267697c42d35a2d,2760.36,25,24,4.56,0.96,SP,SP,1031.29
0be8ff43f22e456b4e0371b2245e4d01,11966.91,122,110,3.8688524590163933,0.9754098360655737,SP,SP,3147.62
0bebbb2cea103a4a020c95d43fd7d754,1308.9,7,7,4.857142857142857,1.0,SP,RJ,412.64
0bf0150d5b9d60d9cd2906003332f085,10418.69,48,29,3.6458333333333335,1.0,SP,RJ,6274.62
0bfd0b434243adc5c2e1aa6baf19c6aa,385.21,5,5,3.6,1.0,RJ,RJ,143.35
0c7533c71df861ec58ad7ff999ed0e8d,3669.83,51,42,3.6470588235294117,1.0,SP,ES,942.66
0c7f30ae9b147eca07affbef92832a6a,411.11,3,3,5.0,1.0,PR,RJ,315.44
0c8380b62e38e8a1e6adbeba7eb9688c,26666.17,187,138,4.133689839572193,0.9893048128342246,MG,MG,7358.75
0cab2da43793a6f3c5ed8514c5f54627,366.9,3,3,5.0,1.0,PR,SP,143.54
0cbcee27c791afa0cdcb08587a2013a8,5856.68,37,33,3.918918918918919,0.972972972972973,MG,RJ,1717.21
0d33a55da925bbf1ff02af5f6059fc7f,887.73,17,14,4.647058823529412,1.0,SP,SP,343.71000000000004
0d4c8269e7f0401201794deef160edd6,1145.82,3,2,5.0,1.0,SP,AL,903.5
0d83f8e03188682112cc0d93523705cc,1871.37,6,3,2.3333333333333335,1.0,RS,RJ,1679.36
0d85bbda9889ce1f7e63778d24f346eb,5538.47,51,47,4.176470588235294,1.0,MG,MG,1009.33
0daf5180aa44356f60f8effa533b55a2,124.54,1,1,5.0,1.0,GO,SP,124.54
0db783cfcd3b73998abc6e10e59a102f,9857.59,110,102,4.118181818181818,1.0,SP,SP,2376.63
0dd184061fb0eaa7ca37932c68ab91c5,28840.25,147,118,3.9047619047619047,1.0,SP,SP,4932.51
0ddefe3c7a032b91f4e25b9c3a08fca1,512.56,8,7,4.375,1.0,SP,SP,234.93
0df3984f9dfb3d49ac6366acbd3bbb85,9003.94,68,60,4.323529411764706,0.9852941176470589,MG,MG,2291.9
0dfbed20065e425d2eaefb101f9816c0,133.6,3,3,2.6666666666666665,1.0,SP,PR,52.22
0e44d110fa6a54e121cb2c095a77762f,240.82999999999998,5,4,3.4,1.0,SP,ES,154.89
0e72c1a751b496722a6cb1f10653b62a,113.55000000000001,2,2,5.0,1.0,SP,BA,69.18
0e982cff76cc0579f632cea8a0e38c9d,3395.76,12,7,3.25,0.5833333333333334,SC,SC,2486.28
0ea22c1cfbdc755f86b9b54b39c16043,16898.63,236,184,4.322033898305085,0.9915254237288136,MG,MG,5635.12
0eaa7e33d73809f1f925f7d07c506cbd,1093.8600000000001,8,8,5.0,1.0,SP,SP,534.65
0ebd97a106433a45a4aebe57c1799778,2928.2400000000002,25,24,4.68,1.0,MG,MG,841.1700000000001
0ec28cec4046a4a199b6de9b4c891d97,234.16,2,1,5.0,1.0,GO,GO,234.16
0ed6ce5d87fd9c69eaacaeb778d67235,2639.5299999999997,38,38,4.473684210526316,0.9736842105263158,SP,RJ,1096.22
0ef83d7d83ed97cd2a0049ac8be5f88a,4975.9400000000005,38,29,4.342105263157895,1.0,PR,SP,2005.89
0f0c984a4a955310903b6b6008660bad,371.19,3,3,3.3333333333333335,1.0,SP,PE,181.03
0f519b0d2e5eb2227c93dd25038bfc01,102.9,1,1,5.0,1.0,SP,CE,102.9
0f7eea709efdf942b5f95c7516dbacd7,49.23,1,1,4.0,1.0,SP,RS,49.23
0f80a40c312b2472dca482cf50f5186f,150.0,1,1,3.0,1.0,SP,MG,150.0
0f94588695d71662beec8d883ffacf09,27.59,1,1,5.0,1.0,SC,DF,27.59
0fe2d9733ed841eb064503920015a8c0,498.35,3,3,4.666666666666667,1.0,SP,AL,253.23
0ff83046c3fa22efee8ecf291888b191,1102.24,13,9,4.6923076923076925,1.0,RS,MS,333.66
0ffa40d54288e4f3499b8780dd0f144f,2860.41,32,30,4.375,1.0,SP,SP,557.52
10076e5788b8ee532724bcd460baf762,795.21,17,17,4.470588235294118,1.0,SP,MG,189.95000000000002
10089e9f2fd0c668a8fd4e52e1698888,1199.31,4,3,4.25,1.0,SP,SP,752.13
101921376b577a4540dc30e9009133ca,394.49,1,1,2.0,0.0,SP,SP,394.49
101a3a003516bc11253298b2fad3cb65,118.37,2,2,5.0,1.0,SP,RS,59.47
1025f0e2d44d7041d6cf58b6550e0bfa,276490.18,1257,758,3.821002386634845,0.9936356404136834,SP,SP,64141.21
10264f60a8f0a4d2f30810f5c661c673,176.2,2,2,5.0,1.0,SP,MG,93.52
1099a00e0ee3a50935e6c2447ca090c5,910.8299999999999,3,3,3.6666666666666665,1.0,RJ,RJ,581.45
10cdd491d1dbea8fb4ead97b19c334ce,245.32,2,2,5.0,1.0,MG,MA,141.35
10ff823eda2b032e2c93d17a7d294736,1292.86,8,8,4.25,1.0,SP,SP,782.24
112453736dbe3889cfb74e1aaa0ba0c1,3780.73,10,5,3.9,1.0,SP,SC,2157.5
1127b7f2594683f2510f1c2c834a486b,12556.06,109,85,4.045871559633028,0.963302752293578,SP,CE,4209.5199999999995
11305281b50fff20ae8bb473f8e11876,7647.37,27,24,4.37037037037037,1.0,MG,MG,3549.92
113e3a788b935f48aad63e1c41dac1bd,1643.1200000000001,38,33,4.394736842105263,1.0,SP,SP,401.66
116ccb1a1604bc88e4d234a8c23f33de,2447.76,46,39,4.456521739130435,1.0,SP,RJ,557.4399999999999
11742f81550ac064cc9a40f67151d9ad,436.7,1,1,5.0,1.0,SP,SP,436.7
117cfc326c6d50da67ca858ff5c0c852,329.83000000000004,3,3,4.666666666666667,1.0,RJ,RJ,216.69
11938fcc75f6902fea1d0a6f72b54a57,737.1400000000001,2,2,3.0,1.0,SC,RJ,374.73
119d1aef1b4144adba89163f6cd9f5d4,349.78,1,1,5.0,1.0,SP,SP,349.78
11bfa66332777660bd0640ee84d47006,6712.82,81,62,3.6790123456790123,1.0,SP,SP,1623.1
11d4c477d09821164bca4f70a2eae031,82.68,2,1,5.0,1.0,SP,SP,82.68
11eac105f3f90a9b87b19c89d91e24f3,619.02,4,4,3.25,1.0,SP,SC,159.46
11fb6f6d341adbe19e81733701704635,1106.76,2,2,5.0,1.0,SP,MG,553.38
120476eb7a04c149d14772edaf5d9bf2,4214.82,5,3,3.6,1.0,RJ,RJ,2782.89
1284de4ae8aa26997e748c851557cf0e,1546.8400000000001,3,3,2.6666666666666665,1.0,SP,GO,789.04
128639473a139ac0f3e5f5ade55873a5,21008.19,481,443,4.1787941787941785,0.9854469854469855,PR,RJ,4526.75
128f9bfbe4c7d5185033914b1de3d39a,1230.2,14,9,4.785714285714286,0.8571428571428571,SP,RJ,363.09
12a8eb0f8d1cd3270695bf2a99f55966,436.66999999999996,2,2,3.5,1.0,SP,RO,288.38
12b9676b00f60f3b700e83af21824c0e,26949.16,124,118,4.532258064516129,0.9838709677419355,RS,MG,4880.43
12c2ed9cded6138cf0c75f525f565fc7,251.56,2,2,3.5,1.0,SP,SP,206.47
13074f016982ff2bd6c58ced8682f000,3009.9,16,13,4.125,1.0,RS,RS,1309.55
1336efc61c316ddf92c899eb817f7cae,6027.7,57,51,3.789473684210526,1.0,SP,RJ,1709.08
134285d1f41da5c13a756ee8142c8a4e,2609.9700000000003,5,2,1.6,1.0,SP,BA,2081.2799999999997
134a288e7de827ec5ec62e3ec9c3a295,831.04,7,7,4.714285714285714,1.0,SP,SP,311.76
134b867a0f7f8bbe6abf10f91874891e,922.84,1,1,4.0,1.0,SP,CE,922.84
13511db12ac61e2f89c53b72a944a60b,876.7,5,5,3.2,1.0,RS,RS,312.85
1352e06ae67b410cdae0b2a22361167b,489.65999999999997,3,3,2.3333333333333335,0.6666666666666666,RJ,SP,275.56
1354d51653f645349064725ed204e85e,2410.17,15,12,3.6,1.0,SP,RJ,1094.13
138dbe45fc62f1e244378131a6801526,1947.7,34,30,4.029411764705882,1.0,SP,SP,615.8
13c2ed7698b3ca92dad49e849219da59,693.36,8,7,4.375,1.0,PR,RJ,227.12
13d058e4eeac2ce8217660b2f8a05812,4307.24,20,20,4.25,0.95,SP,SP,2286.83
13dd308f81fea30cc670c656b2b46cc3,104.71000000000001,2,2,5.0,1.0,SP,SC,57.27
13f57c12a00ed4610db646b913a7f5c6,1221.8600000000001,11,4,4.7272727272727275,1.0,SP,MG,592.1600000000001
13fa2a6c6b9d0f43cb588d7c82117a12,4249.57,9,8,4.333333333333333,1.0,SP,GO,953.94
141440cad9341e553f8401c574a2aa38,1843.01,11,10,4.090909090909091,1.0,PR,PR,638.79
1430239a858e7682bbc43b20758af153,751.34,14,12,3.7142857142857144,0.9285714285714286,SP,MG,258.65
1444c08e64d55fb3c25f0f09c07ffcf2,2818.74,1,1,1.0,1.0,BA,SP,2818.74
1464afc72f696af775557a821c2e253f,1289.62,25,23,4.08,1.0,RJ,RJ,437.32000000000005
14a08204d03bb6b6bde8029f801ae0eb,4931.47,27,18,3.5925925925925926,1.0,SP,MG,3072.54
14d7985702e72162bbf13b6beb74ab2b,3790.36,27,26,4.296296296296297,1.0,SP,RS,688.0600000000001
14ee35374a7876217954b5fa08e50463,678.0,4,4,4.75,1.0,SP,MG,510.71
14f2b3587172b9db894c9bad8dab520b,330.06,2,2,2.5,1.0,RS,RJ,189.38
152ee17e4c8aaf53dac99f3462e4999b,404.93,6,6,4.333333333333333,1.0,SC,SP,152.83
154bdf805377afea75a3bd158e9eab10,109.72,1,1,1.0,1.0,SP,GO,109.72
1554a68530182680ad5c8b042c3ab563,32606.07,247,190,4.303643724696356,0.9919028340080972,MG,RJ,9130.26
157c3e4b42f81ac4a44e8b1ca2fe9876,4710.03,23,18,3.4347826086956523,1.0,SP,TO,1125.36
1588ac4010787100dddef64568f0ae35,645.97,3,3,3.0,1.0,PR,SP,428.82
15aac934c58d886785ac1b17953ea898,6516.1900000000005,23,22,4.086956521739131,1.0,ES,RJ,3604.45
15ac3c501e2599e4917316fde5c5669a,195.81,1,1,1.0,0.0,SP,SP,195.81
15aec03fe4cf30dfa574cf550f5ff5ff,39.86,3,1,1.0,0.0,RJ,RJ,39.86
15b3b1b81484422eb41df68ac87f1f50,46.85,1,1,1.0,0.0,SP,SP,46.85
15cd6eefe58588619aaed41dfa6621b1,1474.1,9,9,4.111111111111111,1.0,MG,RS,702.47
15ead3a5037a918ddb520dfe39a3d2b9,470.26,7,6,4.285714285714286,0.8571428571428571,MG,RJ,247.63
15fa791d5e017f66402dc28c44480657,1704.56,7,6,4.142857142857143,1.0,SP,SP,1141.08
160851d3ece7aa1a510f8d1a4bb8a8af,141.15,2,2,5.0,1.0,SP,MG,74.73
16090f2ca825584b5a147ab24aa30c86,21526.73,268,258,3.996268656716418,0.9925373134328358,SP,SP,8135.11
160e4f13fd3a64b1b86807be88b5ffb0,587.45,2,2,3.5,1.0,PR,MG,587.45
164a5a8794e6d42e14f55e447b12a3bc,136.76,1,1,5.0,1.0,PR,PB,136.76
165b1235e9e9942cb5fae67103576fb0,2075.82,8,7,4.75,1.0,SP,SP,1476.72
165fc07beebdcb6190fba8a06db2a449,28708.05,51,38,3.5294117647058822,1.0,PR,SP,7567.59
1660ad786c27fd935378b6192a90b417,2108.42,13,9,4.615384615384615,1.0,SP,SP,969.01
166e8f1381e09651983c38b1f6f91c11,55.0,1,1,5.0,1.0,SC,RS,55.0
167fd940acebc789debd6eb418c46e38,857.14,4,4,3.0,1.0,SP,SP,484.72999999999996
1690cada046eb7e92c12f98b1f8a8167,1866.56,9,9,4.444444444444445,0.8888888888888888,SP,SP,786.59
16bdc8cefd0e32a6f0824d296c5ad14a,61.08,1,1,5.0,1.0,SP,PR,61.08
1703bc09972dab9782e7a9194943b69f,356.11,1,1,5.0,1.0,MG,CE,356.11
1710c3aaa9c6b44ec3883ee0fe300e21,1226.55,2,2,5.0,1.0,SP,ES,921.26
17306570e772e7718c92a562d33f5f1d,10912.7,26,22,3.269230769230769,0.9230769230769231,SP,RS,3505.2200000000003
173d56ffbd4c56cb80fc3615487d712b,397.61,2,2,5.0,1.0,SP,SC,203.05
1746c1ae87ac63d530c7c943d0ac42e2,252.35,1,1,5.0,1.0,SP,MG,252.35
1771297ac436903d1dd6b0e9279aa505,4206.51,31,23,4.709677419354839,1.0,SP,MG,1119.77
1782ce2db72c3dda627d5e7c898104e1,2182.66,10,8,4.1,1.0,SP,BA,509.47
17908cf9b444ee34047cadd5c0f4a516,2495.41,11,11,4.545454545454546,1.0,GO,RJ,667.92
17998cf586426bf0f2c3726cb0a4b211,179.2,2,2,4.0,1.0,MG,DF,138.15
179d859f51292aac5c10806a356f7af9,893.51,18,17,4.333333333333333,1.0,SP,PA,236.24
